initial_board,h0_success,h0_moves,h0_search_count,h1_success,h1_moves,h1_search_count,h2_success,h2_moves,h2_search_count,ids_success,ids_moves,ids_search_count
"(4, 1, 2, 7, 8, 5, 0, 3, 6)",TRUE,16,6863,TRUE,16,563,TRUE,16,184,TRUE,16,18652
"(0, 4, 5, 7, 3, 6, 8, 1, 2)",TRUE,16,5057,TRUE,16,385,TRUE,16,96,TRUE,16,25591
"(1, 5, 0, 2, 3, 7, 4, 8, 6)",TRUE,16,5081,TRUE,16,576,TRUE,16,115,TRUE,16,28798
"(0, 1, 5, 4, 2, 6, 7, 8, 3)",TRUE,16,6667,TRUE,16,614,TRUE,16,206,TRUE,16,28188
"(7, 1, 2, 5, 6, 4, 0, 8, 3)",TRUE,16,5172,TRUE,16,487,TRUE,16,86,TRUE,16,19711
"(1, 2, 0, 3, 6, 8, 5, 4, 7)",TRUE,16,6095,TRUE,16,478,TRUE,16,64,TRUE,16,27656
"(0, 4, 3, 2, 5, 6, 7, 8, 1)",TRUE,16,6575,TRUE,16,414,TRUE,16,184,TRUE,16,20191
"(2, 3, 4, 6, 0, 1, 7, 5, 8)",TRUE,16,7025,TRUE,16,605,TRUE,16,153,TRUE,16,28630
"(0, 7, 1, 4, 3, 2, 8, 6, 5)",TRUE,16,7004,TRUE,16,362,TRUE,16,99,TRUE,16,31111
"(4, 6, 1, 7, 8, 2, 0, 5, 3)",TRUE,16,6938,TRUE,16,369,TRUE,16,111,TRUE,16,25768
"(2, 3, 8, 6, 5, 7, 1, 4, 0)",TRUE,16,5902,TRUE,16,330,TRUE,16,46,TRUE,16,19215
"(5, 8, 2, 3, 0, 6, 1, 4, 7)",TRUE,16,6965,TRUE,16,396,TRUE,16,89,TRUE,16,37158
"(2, 6, 0, 4, 1, 3, 7, 5, 8)",TRUE,16,6653,TRUE,16,641,TRUE,16,326,TRUE,16,20019
"(2, 4, 1, 5, 7, 3, 0, 6, 8)",TRUE,16,5681,TRUE,16,518,TRUE,16,134,TRUE,16,22165
"(1, 7, 2, 4, 0, 3, 6, 8, 5)",TRUE,16,7530,TRUE,16,601,TRUE,16,153,TRUE,16,25793
"(1, 5, 6, 7, 0, 3, 2, 4, 8)",TRUE,16,7132,TRUE,16,638,TRUE,16,154,TRUE,16,30625
"(8, 3, 0, 1, 4, 6, 7, 2, 5)",TRUE,16,7077,TRUE,16,561,TRUE,16,94,TRUE,16,30362
"(1, 6, 2, 8, 7, 5, 4, 3, 0)",TRUE,16,7103,TRUE,16,549,TRUE,16,89,TRUE,16,27459
"(4, 1, 6, 3, 8, 5, 0, 7, 2)",TRUE,16,6710,TRUE,16,500,TRUE,16,89,TRUE,16,26754
"(0, 8, 1, 2, 7, 3, 4, 6, 5)",TRUE,16,6368,TRUE,16,386,TRUE,16,95,TRUE,16,29421
"(5, 1, 0, 4, 3, 2, 8, 7, 6)",TRUE,16,6957,TRUE,16,550,TRUE,16,193,TRUE,16,22112
"(5, 3, 2, 1, 6, 0, 8, 4, 7)",TRUE,17,11146,TRUE,17,838,TRUE,17,237,TRUE,17,50539
"(1, 2, 4, 6, 8, 5, 7, 0, 3)",TRUE,17,12556,TRUE,17,773,TRUE,17,307,TRUE,17,48327
"(4, 3, 5, 1, 7, 0, 2, 8, 6)",TRUE,17,8893,TRUE,17,979,TRUE,17,199,TRUE,17,45969
"(3, 4, 1, 0, 6, 5, 7, 2, 8)",TRUE,17,9849,TRUE,17,805,TRUE,17,97,TRUE,17,42819
"(1, 3, 8, 4, 7, 6, 2, 0, 5)",TRUE,17,11971,TRUE,17,791,TRUE,17,306,TRUE,17,47143
"(2, 6, 8, 5, 3, 7, 1, 0, 4)",TRUE,17,10482,TRUE,17,609,TRUE,17,58,TRUE,17,57304
"(2, 0, 5, 1, 7, 4, 8, 3, 6)",TRUE,17,8693,TRUE,17,949,TRUE,17,225,TRUE,17,53610
"(1, 3, 2, 4, 7, 5, 8, 0, 6)",TRUE,17,9686,TRUE,17,791,TRUE,17,539,TRUE,17,58555
"(2, 0, 6, 3, 5, 1, 4, 7, 8)",TRUE,17,10319,TRUE,17,809,TRUE,17,302,TRUE,17,42124
"(4, 3, 6, 1, 5, 8, 7, 0, 2)",TRUE,17,9934,TRUE,17,1054,TRUE,17,381,TRUE,17,44736
"(4, 2, 6, 0, 3, 1, 5, 7, 8)",TRUE,17,12419,TRUE,17,995,TRUE,17,342,TRUE,17,46339
"(1, 3, 5, 0, 7, 8, 2, 6, 4)",TRUE,17,9530,TRUE,17,774,TRUE,17,83,TRUE,17,57774
"(4, 1, 8, 0, 2, 6, 7, 3, 5)",TRUE,17,9938,TRUE,17,702,TRUE,17,164,TRUE,17,39752
"(1, 0, 4, 2, 3, 6, 7, 5, 8)",TRUE,17,10894,TRUE,17,798,TRUE,17,241,TRUE,17,42852
"(2, 8, 3, 0, 4, 6, 7, 5, 1)",TRUE,17,9205,TRUE,17,1032,TRUE,17,264,TRUE,17,57695
"(2, 7, 1, 0, 4, 3, 8, 6, 5)",TRUE,17,9708,TRUE,17,677,TRUE,17,190,TRUE,17,38716
"(1, 0, 2, 4, 3, 5, 7, 6, 8)",TRUE,17,11478,TRUE,17,1078,TRUE,17,473,TRUE,17,60230
"(7, 1, 5, 0, 2, 3, 4, 8, 6)",TRUE,17,8565,TRUE,17,1037,TRUE,17,400,TRUE,17,38662
"(2, 0, 8, 1, 3, 6, 7, 5, 4)",TRUE,17,12123,TRUE,17,751,TRUE,17,168,TRUE,17,47129
"(2, 0, 8, 5, 6, 3, 1, 4, 7)",TRUE,17,9676,TRUE,17,644,TRUE,17,155,TRUE,17,46370
"(5, 0, 6, 3, 2, 4, 1, 7, 8)",TRUE,17,8622,TRUE,17,767,TRUE,17,209,TRUE,17,41946
"(4, 8, 2, 0, 5, 3, 7, 6, 1)",TRUE,17,11097,TRUE,17,709,TRUE,17,177,TRUE,17,52370
"(7, 2, 4, 1, 3, 0, 8, 6, 5)",TRUE,17,8749,TRUE,17,686,TRUE,17,188,TRUE,17,60233
"(4, 5, 3, 7, 1, 0, 2, 8, 6)",TRUE,17,11398,TRUE,17,769,TRUE,17,346,TRUE,17,47660
"(4, 3, 1, 0, 7, 5, 8, 6, 2)",TRUE,17,9927,TRUE,17,683,TRUE,17,213,TRUE,17,52547
"(7, 3, 6, 0, 1, 8, 2, 5, 4)",TRUE,17,11248,TRUE,17,678,TRUE,17,119,TRUE,17,47817
"(2, 5, 8, 1, 6, 0, 4, 3, 7)",TRUE,17,8707,TRUE,17,682,TRUE,17,203,TRUE,17,37571
"(2, 0, 3, 8, 6, 5, 1, 4, 7)",TRUE,17,8597,TRUE,17,659,TRUE,17,247,TRUE,17,44997
"(1, 5, 2, 6, 7, 0, 8, 4, 3)",TRUE,17,10404,TRUE,17,934,TRUE,17,158,TRUE,17,62066
"(2, 5, 6, 0, 3, 7, 1, 4, 8)",TRUE,17,12307,TRUE,17,804,TRUE,17,282,TRUE,17,40119
"(5, 0, 3, 2, 7, 6, 4, 8, 1)",TRUE,17,10695,TRUE,17,729,TRUE,17,158,TRUE,17,57431
"(3, 6, 5, 2, 7, 0, 4, 8, 1)",TRUE,17,9903,TRUE,17,802,TRUE,17,154,TRUE,17,46881
"(1, 2, 5, 3, 6, 8, 7, 0, 4)",TRUE,17,9910,TRUE,17,729,TRUE,17,376,TRUE,17,42432
"(4, 2, 3, 5, 8, 6, 1, 0, 7)",TRUE,17,10912,TRUE,17,996,TRUE,17,465,TRUE,17,57867
"(8, 2, 3, 1, 5, 0, 7, 4, 6)",TRUE,17,10903,TRUE,17,754,TRUE,17,421,TRUE,17,54459
"(5, 2, 4, 3, 1, 0, 7, 8, 6)",TRUE,17,11789,TRUE,17,722,TRUE,17,295,TRUE,17,43013
"(4, 5, 3, 2, 6, 0, 7, 8, 1)",TRUE,17,11288,TRUE,17,1019,TRUE,17,337,TRUE,17,52366
"(3, 6, 8, 1, 2, 7, 5, 0, 4)",TRUE,17,11878,TRUE,17,688,TRUE,17,31,TRUE,17,58024
"(2, 3, 4, 1, 7, 0, 6, 5, 8)",TRUE,17,10366,TRUE,17,668,TRUE,17,86,TRUE,17,43247
"(6, 0, 2, 1, 8, 4, 7, 5, 3)",TRUE,17,12086,TRUE,17,752,TRUE,17,101,TRUE,17,51250
"(1, 5, 3, 6, 2, 8, 4, 0, 7)",TRUE,17,8687,TRUE,17,775,TRUE,17,341,TRUE,17,57072
"(6, 7, 3, 2, 8, 0, 1, 4, 5)",TRUE,17,9380,TRUE,17,641,TRUE,17,92,TRUE,17,49860
"(6, 2, 3, 1, 8, 0, 4, 5, 7)",TRUE,17,10004,TRUE,17,747,TRUE,17,234,TRUE,17,56895
"(1, 6, 3, 8, 7, 5, 0, 2, 4)",TRUE,18,13824,TRUE,18,1303,TRUE,18,283,TRUE,18,65347
"(0, 4, 5, 1, 8, 2, 6, 7, 3)",TRUE,18,11914,TRUE,18,1283,TRUE,18,183,TRUE,18,67107
"(7, 4, 6, 2, 1, 8, 0, 3, 5)",TRUE,18,12667,TRUE,18,826,TRUE,18,70,TRUE,18,55168
"(7, 4, 0, 8, 2, 1, 6, 5, 3)",TRUE,18,16203,TRUE,18,711,TRUE,18,124,TRUE,18,60052
"(0, 2, 8, 4, 6, 1, 5, 7, 3)",TRUE,18,14366,TRUE,18,795,TRUE,18,245,TRUE,18,58479
"(0, 2, 3, 4, 6, 8, 5, 7, 1)",TRUE,18,14339,TRUE,18,1343,TRUE,18,296,TRUE,18,59127
"(1, 6, 3, 4, 8, 2, 7, 5, 0)",TRUE,18,12278,TRUE,18,1258,TRUE,18,422,TRUE,18,62319
"(3, 4, 1, 5, 6, 2, 0, 7, 8)",TRUE,18,13503,TRUE,18,1212,TRUE,18,299,TRUE,18,61678
"(3, 6, 5, 4, 2, 1, 7, 8, 0)",TRUE,18,13256,TRUE,18,1309,TRUE,18,323,TRUE,18,93729
"(0, 2, 4, 3, 5, 6, 1, 7, 8)",TRUE,18,14589,TRUE,18,961,TRUE,18,297,TRUE,18,56172
"(3, 8, 0, 1, 6, 5, 4, 2, 7)",TRUE,18,12087,TRUE,18,798,TRUE,18,151,TRUE,18,63184
"(0, 5, 1, 3, 4, 8, 7, 6, 2)",TRUE,18,13280,TRUE,18,1049,TRUE,18,193,TRUE,18,86464
"(0, 3, 2, 8, 5, 4, 1, 7, 6)",TRUE,18,16282,TRUE,18,1248,TRUE,18,380,TRUE,18,82574
"(0, 3, 6, 2, 4, 8, 7, 5, 1)",TRUE,18,16087,TRUE,18,1230,TRUE,18,283,TRUE,18,59543
"(0, 8, 2, 1, 5, 4, 7, 6, 3)",TRUE,18,16023,TRUE,18,1163,TRUE,18,199,TRUE,18,59376
"(0, 3, 4, 2, 6, 5, 1, 7, 8)",TRUE,18,13325,TRUE,18,1132,TRUE,18,421,TRUE,18,85150
"(5, 3, 8, 2, 6, 1, 0, 4, 7)",TRUE,18,12991,TRUE,18,767,TRUE,18,52,TRUE,18,84004
"(0, 2, 8, 5, 6, 3, 1, 4, 7)",TRUE,18,13309,TRUE,18,1194,TRUE,18,210,TRUE,18,84472
"(1, 3, 6, 5, 4, 2, 0, 8, 7)",TRUE,18,16371,TRUE,18,1261,TRUE,18,348,TRUE,18,84526
"(4, 1, 3, 7, 5, 8, 2, 6, 0)",TRUE,18,16525,TRUE,18,1337,TRUE,18,310,TRUE,18,66720
"(7, 2, 5, 6, 4, 3, 1, 8, 0)",TRUE,18,17215,TRUE,18,1075,TRUE,18,245,TRUE,18,81296
"(1, 8, 0, 7, 2, 4, 5, 6, 3)",TRUE,18,15932,TRUE,18,1266,TRUE,18,211,TRUE,18,63987
"(8, 2, 5, 1, 3, 6, 4, 7, 0)",TRUE,18,16714,TRUE,18,1254,TRUE,18,196,TRUE,18,60106
"(1, 3, 6, 4, 0, 2, 5, 8, 7)",TRUE,18,14924,TRUE,18,1634,TRUE,18,494,TRUE,18,91677
"(0, 4, 1, 7, 2, 6, 8, 5, 3)",TRUE,18,15028,TRUE,18,1148,TRUE,18,406,TRUE,18,86051
"(0, 3, 6, 5, 7, 8, 2, 1, 4)",TRUE,18,13482,TRUE,18,1153,TRUE,18,91,TRUE,18,59998
"(4, 2, 5, 6, 1, 3, 0, 7, 8)",TRUE,18,12086,TRUE,18,1377,TRUE,18,444,TRUE,18,81081
